Net Square Meter,Number of Rooms,Floor Number,Heating Type,Credit Eligibility,Number of Bathrooms,Number of WC,Gross Square Meter,Building Age,Number of Floors in Building,Within Site,Balcony,house is furnished,Price,Location
84 m²,3+1,2.Kat,Klimalı,Krediye Uygun,1,,115 m²,21 Ve Üzeri,4,Hayır,,,11.500.000,İstanbul - Adalar - Nizam Mh.
141 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,165 m²,21 Ve Üzeri,3,Hayır,,,12.000.000,İstanbul - Adalar - Maden Mh.
78 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),3,Hayır,,Boş,3.500.000,İstanbul - Arnavutköy - Mustafa Kemal Paşa Mh.
70 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,78 m²,0 (Yeni),4,Hayır,,Boş,2.650.000,İstanbul - Arnavutköy - Boğazköy İstiklal Mh.
150 m²,4+2,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,2,,165 m²,0 (Yeni),4,Hayır,,Boş,3.500.000,İstanbul - Arnavutköy - Mehmet Akif Ersoy Mh.
75 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,0 (Yeni),5,Hayır,,,7.000.000,İstanbul - Arnavutköy - Hadımköy Mh.
80 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,5-10,5,Hayır,,,2.450.000,İstanbul - Arnavutköy - Yunus Emre Mh.
189 m²,1 Oda,,Sobalı,Krediye Uygun,Yok,,190 m²,11-15,2,Hayır,,,15.000.000,İstanbul - Arnavutköy - Boyalık Mh.
85 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,0 (Yeni),6,Hayır,Var,,3.650.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
270 m²,5+3,,Yerden Isıtma,Krediye Uygun,4,,370 m²,0 (Yeni),4,Hayır,,Boş,16.500.000,İstanbul - Arnavutköy - Mareşal Fevzi Çakmak Mh.
85 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,0 (Yeni),4,Hayır,,Boş,2.550.000,İstanbul - Arnavutköy - Anadolu Mh.
135 m²,4+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,145 m²,0 (Yeni),5,Hayır,,Boş,4.750.000,İstanbul - Arnavutköy - Anadolu Mh.
115 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,2,133 m²,0 (Yeni),3,Hayır,Var,Boş,3.850.000,İstanbul - Arnavutköy - Karlıbayır Mh.
130 m²,2+2,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,2,,140 m²,0 (Yeni),4,Hayır,,Boş,3.500.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
260 m²,3+2,,Kombi Doğalgaz,Krediye Uygun Değil,3,,290 m²,0 (Yeni),3,Evet,,Boş,30.000.000,İstanbul - Arnavutköy - Durusu Mh.
180 m²,3+2,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,,190 m²,0 (Yeni),2,Hayır,,Boş,4.900.000,İstanbul - Arnavutköy - Karlıbayır Mh.
100 m²,3+1,,Kombi Doğalgaz,Krediye Uygun Değil,2,,105 m²,0 (Yeni),1,Hayır,,,2.600.000,İstanbul - Arnavutköy - İmrahor Mh.
95 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,105 m²,0 (Yeni),4,Hayır,,Boş,3.280.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
320 m²,4+2,,Doğalgaz Sobalı,Krediye Uygun,2,2,340 m²,4,4,Evet,Var,Boş,13.000.000,İstanbul - Arnavutköy - Boğazköy İstiklal Mh.
320 m²,4+2,,Kombi Doğalgaz,Krediye Uygun,2,2,340 m²,4,4,Evet,Var,Boş,12.000.000,İstanbul - Arnavutköy - Boğazköy İstiklal Mh.
75 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,0 (Yeni),4,Hayır,,Boş,2.800.000,İstanbul - Arnavutköy - Anadolu Mh.
100 m²,2+1,3.Kat,Yerden Isıtma,Krediye Uygun,2,,110 m²,0 (Yeni),6,Evet,,Boş,4.200.000,İstanbul - Arnavutköy - Mustafa Kemal Paşa Mh.
90 m²,2+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,100 m²,0 (Yeni),7,Evet,,Boş,5.200.000,İstanbul - Arnavutköy - Karlıbayır Mh.
90 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,1,5,Hayır,,Boş,2.950.000,İstanbul - Arnavutköy - Nenehatun Mh.
75 m²,2+1,7.Kat,Kombi Doğalgaz,Krediye Uygun,2,,90 m²,11-15,30,Evet,,Boş,6.000.000,İstanbul - Arnavutköy - Hadımköy Mh.
56 m²,1+1,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,2,82 m²,0 (Yeni),4,Evet,Var,Boş,5.600.000,İstanbul - Arnavutköy - Bolluca Mh.
90 m²,3+1,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,2,132 m²,0 (Yeni),4,Evet,Var,Boş,9.000.000,İstanbul - Arnavutköy - Bolluca Mh.
115 m²,3+1,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,,168 m²,0 (Yeni),4,Evet,,,11.500.000,İstanbul - Arnavutköy - Bolluca Mh.
150 m²,4+2,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,,160 m²,0 (Yeni),3,Hayır,,Boş,4.350.000,İstanbul - Arnavutköy - Haraççı Mh.
80 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),3,Hayır,,Boş,3.250.000,İstanbul - Arnavutköy - Haraççı Mh.
100 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,120 m²,4,4,Hayır,,Boş,1.900.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
70 m²,1+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,75 m²,5-10,5,Hayır,,,1.430.000,İstanbul - Arnavutköy - Anadolu Mh.
150 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,2,,190 m²,0 (Yeni),4,Hayır,,Boş,3.950.000,İstanbul - Arnavutköy - Taşoluk Mh.
180 m²,4+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,200 m²,0 (Yeni),4,Hayır,,Boş,4.440.000,İstanbul - Arnavutköy - Taşoluk Mh.
100 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,110 m²,5-10,3,Hayır,Var,Boş,3.500.000,İstanbul - Arnavutköy - İslambey Mh.
160 m²,4+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,,170 m²,0 (Yeni),4,Hayır,Var,Boş,3.750.000,İstanbul - Arnavutköy - İmrahor Mh.
59 m²,2+1,1.Kat,Yerden Isıtma,Krediye Uygun Değil,1,,68 m²,0 (Yeni),6,Evet,,Boş,4.380.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
114 m²,3+1,2.Kat,Yerden Isıtma,Krediye Uygun,2,,130 m²,0 (Yeni),6,Evet,,Boş,7.100.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
85 m²,2+1,3.Kat,Yerden Isıtma,Krediye Uygun Değil,1,,95 m²,0 (Yeni),5,Evet,,Boş,5.100.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
350 m²,6+2,,Kombi Doğalgaz,Bilinmiyor,6+,2,450 m²,0 (Yeni),4,Hayır,Var,Eşyalı,34.000.000,İstanbul - Arnavutköy - Mareşal Fevzi Çakmak Mh.
70 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,,95 m²,0 (Yeni),4,Hayır,,Boş,3.250.000,İstanbul - Arnavutköy - Nenehatun Mh.
140 m²,4+2,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,2,,190 m²,0 (Yeni),4,Hayır,,Boş,4.550.000,İstanbul - Arnavutköy - Nenehatun Mh.
140 m²,4+2,Bahçe Dublex,Kombi Doğalgaz,Krediye Uygun,2,2,150 m²,0 (Yeni),3,Hayır,Var,Boş,3.650.000,İstanbul - Arnavutköy - Haraççı Mh.
70 m²,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,0 (Yeni),5,Hayır,,,2.350.000,İstanbul - Arnavutköy - Taşoluk Mh.
48 m²,1+1,2.Kat,Kombi Doğalgaz,Bilinmiyor,1,,59 m²,0 (Yeni),4,Hayır,Var,Boş,3.100.000,İstanbul - Arnavutköy - İslambey Mh.
86 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,2,94 m²,0 (Yeni),4,Hayır,Var,Boş,5.400.000,İstanbul - Arnavutköy - İslambey Mh.
90 m²,4+1,,Sobalı,Krediye Uygun,1,,100 m²,21 Ve Üzeri,2,Hayır,,Boş,14.000.000,İstanbul - Arnavutköy - Durusu Mh.
80 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,,90 m²,0 (Yeni),4,Hayır,,Boş,2.600.000,İstanbul - Arnavutköy - Boğazköy İstiklal Mh.
80 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),4,Hayır,,Boş,1.900.000,İstanbul - Arnavutköy - Mehmet Akif Ersoy Mh.
120 m²,3+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,1,1,140 m²,5-10,4,Hayır,Var,,2.740.000,İstanbul - Arnavutköy - Anadolu Mh.
88 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,98 m²,0 (Yeni),6,Hayır,,Boş,2.195.000,İstanbul - Arnavutköy - Hastane Mh.
185 m²,4+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,210 m²,0 (Yeni),5,Hayır,,Boş,5.475.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
105 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,2,,110 m²,0 (Yeni),5,Hayır,,Boş,2.950.000,İstanbul - Arnavutköy - Hastane Mh.
105 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,110 m²,11-15,5,Hayır,,Boş,2.390.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
400 m²,9+ Oda,,Kombi Doğalgaz,Krediye Uygun,5,,480 m²,0 (Yeni),3,Hayır,,,33.000.000,İstanbul - Arnavutköy - Mareşal Fevzi Çakmak Mh.
150 m²,3+1,2.Kat,Kat Kaloriferi,Krediye Uygun,2,,165 m²,0 (Yeni),6,Hayır,Var,,6.250.000,İstanbul - Arnavutköy - Hadımköy Mh.
75 m²,2+1,2.Kat,Yerden Isıtma,Krediye Uygun,1,,85 m²,0 (Yeni),3,Hayır,,Boş,3.650.000,İstanbul - Arnavutköy - Mustafa Kemal Paşa Mh.
180 m²,4+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,200 m²,5-10,5,Hayır,,Boş,5.500.000,İstanbul - Arnavutköy - Karlıbayır Mh.
180 m²,4+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,200 m²,0 (Yeni),5,Hayır,,,3.400.000,İstanbul - Arnavutköy - Boğazköy İstiklal Mh.
85 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),5,Hayır,,,2.395.000,İstanbul - Arnavutköy - Boğazköy İstiklal Mh.
90 m²,2+1,2.Kat,Merkezi Doğalgaz,Krediye Uygun,1,,100 m²,0 (Yeni),5,Hayır,,,2.400.000,İstanbul - Arnavutköy - Boğazköy İstiklal Mh.
200 m²,4+2,Çatı Dubleks,Merkezi Doğalgaz,Krediye Uygun,1,,210 m²,0 (Yeni),5,Hayır,,,3.450.000,İstanbul - Arnavutköy - Boğazköy İstiklal Mh.
109 m²,1 Oda,,Kombi Doğalgaz,Krediye Uygun Değil,Yok,,110 m²,5-10,5,Hayır,,,7.800.000,İstanbul - Arnavutköy - Yunus Emre Mh.
90 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun Değil,1,,100 m²,21 Ve Üzeri,4,Hayır,Yok,,1.000.000,İstanbul - Arnavutköy - İslambey Mh.
110 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,4,4,Hayır,,Boş,3.800.000,İstanbul - Arnavutköy - Taşoluk Mh.
85 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,99 m²,0 (Yeni),5,Hayır,,Boş,3.350.000,İstanbul - Arnavutköy - Haraççı Mh.
1.031 m²,1 Oda,,Kombi Doğalgaz,Krediye Uygun,Yok,,1.032 m²,0 (Yeni),8,Hayır,,,28.000.000,İstanbul - Arnavutköy - Haraççı Mh.
165 m²,4+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,178 m²,0 (Yeni),5,Hayır,,Boş,5.100.000,İstanbul - Arnavutköy - Haraççı Mh.
180 m²,3+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,,200 m²,0 (Yeni),5,Hayır,,,4.900.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
85 m²,2+1,1.Kat,Yerden Isıtma,Krediye Uygun,2,,100 m²,0 (Yeni),4,Hayır,,,3.850.000,İstanbul - Arnavutköy - Mustafa Kemal Paşa Mh.
120 m²,4+2,Yüksek Giriş,Yerden Isıtma,Krediye Uygun,2,,140 m²,0 (Yeni),4,Hayır,,,3.999.000,İstanbul - Arnavutköy - Mustafa Kemal Paşa Mh.
110 m²,3+1,4.Kat,Yerden Isıtma,Krediye Uygun,3,,130 m²,0 (Yeni),4,Hayır,,,5.250.000,İstanbul - Arnavutköy - Mustafa Kemal Paşa Mh.
170 m²,3+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,,175 m²,0 (Yeni),3,Hayır,,,4.150.000,İstanbul - Arnavutköy - Karlıbayır Mh.
90 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,3,4,Hayır,,Boş,2.625.000,İstanbul - Arnavutköy - Anadolu Mh.
75 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),6,Hayır,,Boş,1.700.000,İstanbul - Arnavutköy - Mareşal Fevzi Çakmak Mh.
70 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,80 m²,0 (Yeni),4,Hayır,,Boş,3.150.000,İstanbul - Arnavutköy - Bolluca Mh.
250 m²,4+1,,Yerden Isıtma,Krediye Uygun,3,3,300 m²,0 (Yeni),3,Hayır,,Boş,19.650.000,İstanbul - Arnavutköy - Terkos Mh.
150 m²,3+2,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,,160 m²,0 (Yeni),4,Hayır,,,3.490.000,İstanbul - Arnavutköy - Yunus Emre Mh.
185 m²,2+1,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,2,210 m²,0 (Yeni),5,Hayır,Var,Boş,4.995.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
180 m²,3+2,2.Kat,Kombi Doğalgaz,Bilinmiyor,2,2,190 m²,0 (Yeni),2,Hayır,Var,,4.900.000,İstanbul - Arnavutköy - Karlıbayır Mh.
120 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,2,130 m²,0 (Yeni),4,Hayır,Var,,3.550.000,İstanbul - Arnavutköy - Mustafa Kemal Paşa Mh.
180 m²,4+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,,190 m²,0 (Yeni),4,Hayır,Var,,4.750.000,İstanbul - Arnavutköy - Mustafa Kemal Paşa Mh.
190 m²,5+2,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,2,200 m²,0 (Yeni),4,Hayır,Var,,5.700.000,İstanbul - Arnavutköy - Mustafa Kemal Paşa Mh.
120 m²,2+1,Bahçe Katı,Merkezi Doğalgaz,Krediye Uygun Değil,2,,146 m²,0 (Yeni),6,Evet,,Boş,2.900.000,İstanbul - Arnavutköy - Deliklikaya Mh.
170 m²,4+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,200 m²,0 (Yeni),4,Hayır,,Boş,3.980.000,İstanbul - Arnavutköy - Taşoluk Mh.
254 m²,1 Oda,,Kombi Doğalgaz,Krediye Uygun Değil,Yok,,255 m²,21 Ve Üzeri,3,Hayır,,,20.750.000,İstanbul - Arnavutköy - Karaburun Mh.
105 m²,4+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,3,,130 m²,0 (Yeni),4,Hayır,,,4.450.000,İstanbul - Arnavutköy - Karlıbayır Mh.
100 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,110 m²,0 (Yeni),5,Hayır,,Boş,3.499.000,İstanbul - Arnavutköy - Hadımköy Mh.
170 m²,4+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,190 m²,0 (Yeni),5,Hayır,,,4.300.000,İstanbul - Arnavutköy - Haraççı Mh.
90 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,0 (Yeni),4,Hayır,,,3.050.000,İstanbul - Arnavutköy - Taşoluk Mh.
85 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,0 (Yeni),3,Hayır,,Boş,3.250.000,İstanbul - Arnavutköy - Taşoluk Mh.
160 m²,5+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,,175 m²,0 (Yeni),4,Hayır,,Boş,4.850.000,İstanbul - Arnavutköy - Mustafa Kemal Paşa Mh.
80 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,,90 m²,0 (Yeni),4,Hayır,,Boş,3.500.000,İstanbul - Arnavutköy - Taşoluk Mh.
80 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),4,Hayır,,Boş,3.650.000,İstanbul - Arnavutköy - Mustafa Kemal Paşa Mh.
120 m²,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,,160 m²,5-10,4,Hayır,,Boş,3.950.000,İstanbul - Arnavutköy - Taşoluk Mh.
161 m²,4+2,3.Kat,Isıtma Yok,Bilinmiyor,2,,180 m²,5-10,4,Hayır,,,4.500.000,İstanbul - Arnavutköy - Taşoluk Mh.
105 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,,120 m²,0 (Yeni),10,Evet,Var,Boş,3.000.000,İstanbul - Arnavutköy - Deliklikaya Mh.
105 m²,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,110 m²,5-10,4,Hayır,,Boş,2.850.000,İstanbul - Arnavutköy - İslambey Mh.
299 m²,1 Oda,,Doğalgaz Sobalı,Krediye Uygun Değil,Yok,,300 m²,16-20,3,Hayır,,,7.800.000,İstanbul - Arnavutköy - Hadımköy Mh.
80 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,,90 m²,0 (Yeni),4,Hayır,,,3.999.999,İstanbul - Arnavutköy - Anadolu Mh.
120 m²,3+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,1,,140 m²,4,3,Hayır,,Boş,3.100.000,İstanbul - Arnavutköy - Mustafa Kemal Paşa Mh.
1.111 m²,1+1,,Sobalı,Krediye Uygun Değil,1,,1.112 m²,5-10,1,Hayır,,Boş,9.500.000,İstanbul - Arnavutköy - Boğazköy İstiklal Mh.
90 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,0 (Yeni),5,Hayır,,Boş,2.695.000,İstanbul - Arnavutköy - Hadımköy Mh.
90 m²,2+1,10.Kat,Kombi Doğalgaz,Krediye Uygun,1,1,95 m²,11-15,12,Evet,Var,Eşyalı,3.400.000,İstanbul - Arnavutköy - Ömerli Mh.
135 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,,145 m²,5-10,3,Hayır,,,2.750.000,İstanbul - Arnavutköy - Fatih Mh.
1.174 m²,4+2,,Sobalı,Krediye Uygun Değil,1,,1.175 m²,11-15,2,Hayır,,,12.000.000,İstanbul - Arnavutköy - Tayakadın Mh.
120 m²,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,,125 m²,0 (Yeni),4,Hayır,,,3.600.000,İstanbul - Arnavutköy - Yunus Emre Mh.
65 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,,70 m²,0 (Yeni),5,Hayır,,Boş,1.850.000,İstanbul - Arnavutköy - Hadımköy Mh.
399 m²,1 Oda,,Kombi Doğalgaz,Krediye Uygun,Yok,,400 m²,0 (Yeni),3,Hayır,,,11.000.000,İstanbul - Arnavutköy - Haraççı Mh.
230 m²,4+2,14.Kat,Kombi Doğalgaz,Krediye Uygun,3,,240 m²,5-10,14,Evet,,Boş,6.550.000,İstanbul - Arnavutköy - Hadımköy Mh.
50 m²,2+1,,Sobalı,Krediye Uygun,1,,300 m²,0 (Yeni),1,Hayır,,Boş,5.000.000,İstanbul - Arnavutköy - Baklalı Mh.
75 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,1,,85 m²,5-10,11,Evet,,Boş,2.480.000,İstanbul - Arnavutköy - Deliklikaya Mh.
130 m²,4+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,150 m²,16-20,4,Hayır,Yok,,2.500.000,İstanbul - Arnavutköy - Anadolu Mh.
95 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,5-10,3,Hayır,Var,,3.000.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
95 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,11-15,5,Hayır,Var,,2.600.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
125 m²,2+1,2.Kat,Merkezi Doğalgaz,Krediye Uygun,1,,140 m²,16-20,5,Hayır,,,3.550.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
100 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,110 m²,11-15,4,Hayır,,,2.375.000,İstanbul - Arnavutköy - Karlıbayır Mh.
120 m²,2+2,Bahçe Dublex,Kombi Doğalgaz,Bilinmiyor,2,,135 m²,0 (Yeni),4,Hayır,,,3.400.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
75 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,0 (Yeni),4,Hayır,,Boş,2.850.000,İstanbul - Arnavutköy - Anadolu Mh.
90 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,2,4,Hayır,,,3.125.000,İstanbul - Arnavutköy - Anadolu Mh.
180 m²,4+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,220 m²,0 (Yeni),4,Hayır,,Boş,4.600.000,İstanbul - Arnavutköy - İslambey Mh.
120 m²,2+2,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,1,,140 m²,4,4,Hayır,,Boş,2.600.000,İstanbul - Arnavutköy - Taşoluk Mh.
85 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,97 m²,0 (Yeni),4,Hayır,,Boş,3.100.000,İstanbul - Arnavutköy - İslambey Mh.
115 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,0 (Yeni),5,Hayır,,,3.320.000,İstanbul - Arnavutköy - Hadımköy Mh.
85 m²,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,0 (Yeni),5,Hayır,,,2.560.000,İstanbul - Arnavutköy - Hadımköy Mh.
180 m²,4+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,3,,200 m²,0 (Yeni),3,Hayır,,,3.690.000,İstanbul - Arnavutköy - Taşoluk Mh.
180 m²,4+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,3,,200 m²,0 (Yeni),3,Hayır,,,3.690.000,İstanbul - Arnavutköy - Taşoluk Mh.
90 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,0 (Yeni),4,Hayır,,,3.050.000,İstanbul - Arnavutköy - Taşoluk Mh.
75 m²,1+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),4,Hayır,,,1.980.000,İstanbul - Arnavutköy - Taşoluk Mh.
170 m²,4+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,3,,190 m²,0 (Yeni),3,Hayır,,Boş,3.650.000,İstanbul - Arnavutköy - Taşoluk Mh.
90 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,0 (Yeni),4,Hayır,,Boş,3.050.000,İstanbul - Arnavutköy - Taşoluk Mh.
90 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,0 (Yeni),5,Hayır,,Boş,2.750.000,İstanbul - Arnavutköy - Hadımköy Mh.
110 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,,120 m²,0 (Yeni),5,Hayır,,Boş,3.320.000,İstanbul - Arnavutköy - Hadımköy Mh.
90 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,0 (Yeni),3,Hayır,,Boş,3.100.000,İstanbul - Arnavutköy - Taşoluk Mh.
90 m²,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,0 (Yeni),5,Hayır,,Boş,2.800.000,İstanbul - Arnavutköy - Hadımköy Mh.
75 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,,85 m²,0 (Yeni),4,Hayır,,Boş,3.990.000,İstanbul - Arnavutköy - Mustafa Kemal Paşa Mh.
129 m²,1 Oda,,Kombi Doğalgaz,Krediye Uygun,Yok,,130 m²,21 Ve Üzeri,3,Hayır,,,4.750.000,İstanbul - Arnavutköy - Hicret Mh.
69 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,70 m²,0 (Yeni),5,Hayır,,Boş,1.799.000,İstanbul - Arnavutköy - Hadımköy Mh.
160 m²,4+1,5.Kat,Kombi Doğalgaz,Krediye Uygun Değil,2,,180 m²,0 (Yeni),6,Hayır,,Boş,3.290.000,İstanbul - Arnavutköy - Hastane Mh.
90 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,0 (Yeni),4,Hayır,Var,,3.100.000,İstanbul - Arnavutköy - Anadolu Mh.
70 m²,2+1,7.Kat,Kombi Doğalgaz,Krediye Uygun,1,1,75 m²,11-15,11,Evet,Yok,Boş,2.150.000,İstanbul - Arnavutköy - Ömerli Mh.
81 m²,2+1,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,110 m²,1,4,Evet,,Eşyalı,4.200.000,İstanbul - Arnavutköy - Mareşal Fevzi Çakmak Mh.
85 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),5,Hayır,,Boş,3.250.000,İstanbul - Arnavutköy - Arnavutköy Merkez Mh.
110 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,0 (Yeni),5,Hayır,,,3.300.000,İstanbul - Arnavutköy - Hadımköy Mh.
90 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,0 (Yeni),5,Hayır,,,2.700.000,İstanbul - Arnavutköy - Hadımköy Mh.
90 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,0 (Yeni),5,Hayır,,,2.700.000,İstanbul - Arnavutköy - Hadımköy Mh.
